text,abuse,sexual_content_score
"हिजो छेपारोले आत्महत्या गरेछ , किन भनी बुझेको त रङ्ग बदल्नमा नेताले जितेर पो रैछ ।",1,1.0
राम बा . बम्जन मुजि घन्टा गुरु ।,1,1.0
पुण्य गौतम धेरै अम्लो ठडाएर कुरा नगर तेरो चोर अम्लो काट्छु म कुनै दिन सत्य बोल्न नशा फुलाउन पर्दैन झुट बोल्नी ले ठुलो स्वर गर्छ ।,1,1.0
जस्तै कि तिनी हरु घर मा आफ्ना बा आमालाइ नि इन्कार गर्ने अलछिना हरु हुन ।,1,1.0
चुना सम्म हाेला |,0,0.0
bankin sysem मा धितो त दुइचारपल्ट गरिएकै छ। किस्ता बुझाइएकोछ। कर छलेको छैन कसैको रिण खाएको छैन । समाज मा ठिक्कको इज्जत छ तर महायज्ञ मा दानविर बन्न सकेको छैन। आफ्नो योग्यता अनुसार शुरुमा निजिस्कुलमा जागिर खाएको थिएं अहिले लगानी गरेको छु। घर छिमेकका शिक्षित केही शिक्षित लाई |,0,0.0
पुष्पलाल लाई गद्दार भन्नेहरु अहिले पनि जिउदै छन। मान्छे चिन्न समय धेरै लाग्छ। ।,1,1.0
मैले १५०० काे हाले |,0,0.0
| कुन छाडा बोल्ने हजुर |,0,0.0
हिजो सम्म बम्म दिदी बैहिनी नै हुन्न हत्यार भनेर बुरुक बुरुक मिडिया मा यहि पागल्नी कराए की थिए ।,1,1.0
चुमुक चुमुक अति बढी नै थियो अब यिनी नानिको भबिस्यपनि खोलाले बगायो। ।,1,1.0
legally मान्छे मार्न पाइने कानुन |,0,0.0
तिमि र म coffee खान जाम ल |,0,0.0
धरै भुक्ने कुकुर धरै डराउँछ भन्या यहीं हो। सन्दर्भ नेपाली राजनीति। ।,0,0.0
पोस्ट गर्ने ले महिना को कमाइ कति गर्दो रयिछ ? ?,0,0.0
नेपाल को 1 मात्र नायक रबि लामिछाने भिडियो मा डिसलाईक गर्ने लाई पनि कारबाही मा हुनु पर्छ अनि टिचर लाई जिउदै जलाउनु पर्छ ।,1,1.0
"विगत ३० वर्षदेखि राजनीतिज्ञहरूले हामीलाई बलात्कार , लुट र हत्या गर्दै आएका छन् । उनीहरूले आपराधिक नियतले बालबालिका , महिला र पुरुषहरूको हत्या गरेका छन् । के तपाईं अझै पनि यी दुष्ट , घृणित पुरुषहरूलाई भोट दिन चाहनुहुन्छ |",1,1.0
यो लडाई गोला बारुदले भन्दा पनि मिडियाले जित्ला जस्तो लाग्न थाल्यो |,0,0.0
थुक्क चुतिया हरु हो लाज सरम छैन दुबै जना चुतिया भ्रष्टाचार को नाइके हौ ।,1,1.0
हत्यार बोकेर खुल्ला रूप मा हिड्ने मान्छे हरुलाइ गोलि ठोक्ने अनि मात्र कानुनु को दैर मा ल्याउनु पर्छ ।,1,1.0
bike को पछाडी लागेर . . . केटासँग लभ गर्ने केटि नि खत्तम नै हुन् |,1,1.0
यो चिक्ने गुरु खै कता छ MC गुरु को जाठा हरु यो कुन दुनियाँ हो माधरचोत हरु त्यो जाठो गुरु को थोपडा हेर्न पाउनु पर्यो mc ।,1,8.0
हुन्छ हजुर मलाई पनि छाडा बोल्न मन पर्छ |,1,1.0
फैसाला हुन बाकी छ तोलाइ बेहे किन गर्नु |,1,1.0
के कर नै गरे भनेउ होला त्यो फटाहा चोर डाका केटो बोकेर |,1,1.0
केपि बा उखान टुक्रा छाेड्नुस एक्लै जितेर देखाउनुस न ल |,0,0.0
टोके पछी राखे होला दुखी भएर पाटन को टोले कुकूर ट फाटे लुगा र पुलिश को डन्दा alery |,0,0.0
स्पस्ट बोल्ने आफ्नो बुढो को हत्या गरि हालिस त के बोली बुझ्झेस त अब ।,1,1.0
म कामि रहेको थिए। ।,0,0.0
कस्तो अप्ठ्यारोमा फालिस ए जिन्दगी ! सपना र रहरले भर्याङ्ग हाल्छ यथार्थले खुट्टा काटिदिन्छ !,0,0.0
नेपालमा चोर फटाहा ज्यान मार लुटेरा कैदी जीवन बिताएका हरु कै छ दिन् |,0,0.0
नाबालिग भनेर सुधार गृह पठाउने होलान तर यदि पल साह दोषि छैनन् हैनन भने उन्ले पाएको मानसिक प्रताडना र चरीत्र हत्याको क्षतिपूर्ति अदातले नाबालिग लाई जेल हालेर नै दिनुपर्छ |,1,1.0
बहुला कुकुर हरु लाई बाँधेर मारिन्छ भने बहुला नेता हरु लाई पनि यसै गर्ने की . . . . . . . की कसो मेयर ज्यू ।,1,1.0
यदि सहमतिमा बलात्कार हुन्छ भने नारायण उपश्यलाई चै किन केस भएन किनकि ऊ गरिब छ उसले पैसा धेरैं दिन सक्दैन उसलाई कसैले चिन्दैन। यदि सामाजिक नौकितेका आधारमा हेर्ने हो भने केटि गलत छ कानुन त याहाँ आज को भोली बदलिन्छ तर सत्य कहिले बदलिँदैन । सम्झना भया |,0,0.0
अाइमाइ घरमा बालक छाडेरहिडेकि लझुटअारोप लगाकोपनि हनसक्छ |,1,1.0
इस्लाम बाहेक कुनै पनि धर्म स्विकार्य छैन |,0,0.0
यो भालु को घर बार बिगरिने भो |,1,1.0
यो साला झोले पुण्य को गाला रन्काउनु पर्ने ।,1,1.0
योत अतिनै हो उम्रननपाउदै 3 पात भनेको यहिहो 18 बर्ष पुग्न नपाउदै love parnu parni chi |,1,1.0
राडी रन्डी बौलायो आफु राम्रो भ को भए ४ चोती हैन १ चोती गर्नै दिन्न थ्यो ।,1,1.0
छिमेकीको कुकुर असाध्यै भुकेपछि निन्द्राले पनि छोड्यो। अनि यसै उपलक्ष्यमा टाइपिङतिर लागियो। ।,0,0.0
"देउवामाकुनेझलनाथबाबुरामकेपी . यी नै नेपाल र नेपालीका असली शत्रु हुन् ३२ वर्षको लुट , हत्या , बलात्कार , भ्रष्टाचारको अन्त्य हुनुपर्छ नेपाली जनतालाई यी दुष्ट देशद्रोहीहरूबाट जवाफदेहिता चाहिन्छ |",1,1.0
यो अर्कैको नासोलाई कति आफ्नो ठान्छेस् लाटि हजार भोल्टको करेन्टले झैंकिन मलाई तान्छेस लाटि |,0,0.0
स्याब्बास । यी यस्तै नगरि नहुने भाे |,1,1.0
माओवादीमा चरम गुटबन्दी र गैरकम्युनिष्ट चरित्र देखिएको भन्दै इन्चार्ज गौतमले छाडे पार्टी |,0,0.0
"यसको नाम जोडियको गित कतै गल्ति ले सुने बेग्लै छ त्र जानी , जानी यसको गित कहिले सुन्ने छैन। ।",1,1.0
"काेईराला हरु काे सिध्दान्त नै अरुकाे घर भाँड्ने , भत्काउने कामबाहेक अरु के नै गर्न नै सक्याे र ? बाँदरले न अाफ्नाे घर बनाउँछ न अरुलाईनै बनाउन दिन्छ |",1,1.0
पुकु यहाँ त्यस्ता किचकन्या हरु धेरै छन आफ्नो घर सपार्ने भन्दा अरुको घर भाँड्ने धेरै छन। बाकी डिएम मा भनौला |,1,1.0
"पाकेपछि पसलमा मात्रै होइन , घरमा पनि झुन्ड्याएर नै राखिन्छ , झुन्ड्याउदा टिकाउपन बढ्छ् , पसलमा त Opimum space uilize पनि हुन्छ |",0,0.0
तिमी जस्तो भ्रष्टाचारलाई सदाको लागि जेलमा बन्द गर्नुपर्छ |,1,1.0
साला कुकुर सरकार तेरा बा को हो र सरकार को खाय पो भन्छ |,1,1.0
"तेरो बाउले के गरेको छ नि ? कति लुटेको छ यति , ओम्नि , बालुवाटार जग्गा , सुनकाण्ड , मेट्रो , घरमा ग्यास पाइप , नारणहिटी , पशुपति काण्ड , निर्मला काण्डको नाइँके बादल , बास्कोटा काण्ड अनी तँराजेशर ज्ञानेन्द्र शाहिको अभियन्तासमाजसेविको ट्याग र रास्ट्रवाद। लाज लाग्दैन पढेरपनि झोले बनि कुकुर तलाई भुक्न ?",1,1.0
कस्लाई जलाउनु छ र यहा यो अन्जान सन्जालमा |,0,0.0
सकेकै रहेछ अब नेपाल् पनि |,0,0.0
पहरीको डाको ओैल जान्या जाक्ना याे आलेखले मेराे बाल्यावस्थामा पुर्यायाे। हुम्ला र मुगुका जाक्नाले मेराे घर अगाडिको बारी पुरै भरिन्थ्याे। जाक्नाका मालिकले घर भरिन्थ्याे। जाक्ना सङै हिड्ने भाेटे कुकुर देखेर बिछट्टै डर लाउथ्याे। अब त जाक्ना देख्नै छाेडियाे। ।,0,0.0
कमिनी दमिनी जस्ती राम्री त क्षेत्री बाहुनी पनि हुदैनन। हेर्दै लोभ लाग्ने अति सुन्दर हुन्छन ब्रो |,0,0.0
ठूलो ठूलो नेता र मन्त्री हरू नै मार्नु परछ ।,1,1.0
यो माचिक्ने रन्दि को छोरा राम बहादुर बादल र यो साले खाते रन्दि को छोरा बिस्वराज पोखरेल लाई पनि मार्नु पर्छ छाडा रन्दि को छोरा हरु ।,1,5.0
यो धमाला साला पसु हो पाति को झोले ।,1,1.0
यो केटा गलत छ छोडीदीए हुन्छ कामछैन। ।,0,0.0
कोइ लाई भर्जिन चायनी कोइ लाई हिरो चाईने बेजत थुक धेरै उम्लनु ठिक हुन्न सबैलाई थाहा भकै कुर हो |,1,5.0
तिमीले मेरो साथी रिमालाई चिन्छौ |,0,0.0
एकदम यर्थाथ घटनामा आधारित गीत । । । सलाम छ यो गितमा आफ्नो आफ्नो भुमिका निर्बाह गर्ने सबैलाई। ।,0,0.0
यू पुन्य आफ्ना आमा दिदीबहिनी र श्रीमति लाई पनि पैसा मा बेच्छ होलीयन को मुत्र पिएर मति भ्रष्ट भए को छ ।,1,1.0
"अरू देशका प्रधानमन्त्री कोरोनाबाट जनतालाई कसरी बचाउने भनेर लागिरहेछन्। मेरो देशका प्रधानमन्त्री कहिले अरूको घर कसरी भाँड्ने , कहिले आफ्नै घरमा आगो लगाई अरूलाई सिध्याएर आफू र कुर्सी कसरी बचाउने मा व्यस्त छन् , पशुपतिनाथले हामी सबैको कल्याण रक्षा गरुन् |",1,1.0
यो तिनै पाती चोर हो इनी हरू लाई जन्ता मिलेर जेल हाल्न पर्छ ।,1,1.0
Xya khoi kasko kura sunne kasko manne khoi acham xya |,0,0.0
यहाँ हरेक बाजि जित्नलाई लडिन्छ तर अपशोच ! सबै बाजि जिइदैनन् फेरि पनि हार स्वीकार गर्नेहरूको इज्जत मनमा बढेर जान्छ ।,0,0.0
पुन्य भन्ने कुकुरलाइ गुउ खुवाउन पर्छ अनि मात्र यस् ले सहि बोल्छ ।,1,1.0
किन गाको त |,0,0.0
त एक नर्गमा बास गर्ने राक्षेस् होस्। ।,1,1.0
देश बिगार्ने भनेकै ती २ लाख unwanted जन्मेर हो |,1,1.0
लाज सरम पचे का चोर दलाल हरु ।,1,1.0
"मन्त्रीहरु छाडा भए , माओवादीले अब गण पनि गुमाउँछ ओरालो लागिसक्यो योगेश भट्टराई |",1,1.0
"नेपालमा कलाकार कम पाटिका कुकुर धेरै रैछन कहाँबाट पशुपति शर्मा , प्रकाश सपुतलाई कला क्षेत्रमा टिकिरहन दिदोहुन। चुनाव नजिकिदै गर्दा त देखिन थालिसके कुकुरहरु आआफ्नो पाटिको गित लिएर ख्याउख्याउ गरिराछन। ।",1,1.0
ग्यानेन्द्र शाही लाइ किन कुटपिट गर्यो जवाफ दे ।,0,0.0
यदी तपाइँ आफ्नो जीवनको कदर गर्नु हुन्छ भने इस्लामबाट टाढा रहनुहोस। ।,1,1.0
का ले का ले मिलेर खाउ भाले चाेर हरु ।,1,1.0
अनि भन दिनहरु कसरी काट्दै छौ ? चक्कुले कि कैचिले ?,0,0.0
बच्चाहरु चाँहि फोटो कपी नै रहेछ ।,0,0.0
ओइ नकली दामी छ है |,0,0.0
सिधाकुरा साँचो कुरा . . नाठोले नराख्ने भएर मात्र फर्किन। ।,1,1.0
"नहेर म बाहेक आरुलाई नकचरीहरुलाई , नत्र मारिदिन्छु म , |",1,1.0
बिचरा आमा बाउलाइ tension |,0,0.0
सबैभन्दा दु : खद कुरा त त्यत्रा 17000 मारेको उत्कृष्ट सम्बिधान बनायौ भन्थे ।,0,0.0
म घर मा तेसै बेरोजगार बसिराछु |,0,0.0
यस्ता आइमाईलाई त कसम जिन्दगी ठोकाउदीन भन्ने गरि ठोक्न पर्छ |,1,5.0
अरु केटीहरुको फोटोमा अपशव्द प्रयोग गरी कमेन्ट गर्ने दाजुले आफ्नो छोरीको जन्म हॅुदा “ छोरा जन्मिन्छ भाग्यले छोरी जन्मिन्छ सौभाग्यले मेरी मुटु मेरो घरको लक्ष्मी ” भन्दै स्टाटस पोष्ट्याउनुभयो आफ्नो चेलीबेटी सबैलाई लक्ष्मी लाग्छ त्यसैले अरुको चेलीबेटीलाई पनि अलक्षिनी नसोच्ने कि |,0,0.0
अनि मैले बीर्य पाखामा नजाअाेस् भनेर भाँडाे थापें |,0,0.0
साला नालायक repoter . तँलाइ . भेट्यो भने तेरै माइक थुतेर तेरो मुख फुट्ने गरि बजाउछु साले . . बोल्ने शैलि त थोप्पो नरहेछ गधा को ।,1,1.0
"अरू देशका रास्ट्र प्रमुक प्रधानमन्त्री हरेक सेकेन्ड Corana बाट जनतालाई र आर्थिक अबस्था कसरी बचाउने भनेर लागिरहेछन्। मेरो देशका प्रधानमन्त्री कहिले अरूको घर कसरी भाँड्ने , कहिले आफ्नै घरमा आगो लगाई अरूलाई सिध्याएर आफूचाहिँ कसरी बाँच्ने भनेर दुई-तिहाई समय खर्च गरिरहेका छन्।",1,1.0
मलाई एकचोटीलाई माफ दिनुस् |,0,0.0
फेकId अनि कसैको फोटोको दुरुप्रयोग गर्ने अनि अरुको इज्जतसँग खेलवाड गर्ने । कसैको घर भित्रको कुरो सुन्ने हेर्ने अनि फुक्दै दुनियाको घर भाँड्ने |,1,1.0
"खसीको टाउको झुण्ड्याएर , कुकुरको मासु बेच्ने थलो हो संसदभन्ने सर्वहाराका कथित महान माओवादीका नेताहरु , त्यही कुकुरको मासु खानलाई मरिहत्ते गर्दैछन। कहाँ पुग्यो होला है ईनीहरुको कथित क्रान्तिकारी चरित्र , कठै। ।",1,1.0
होइन बाहिरी आवरण हेरेर उस्को चरित्र बारेमा बोल्न मिल्दैन नि हैन र ! तर पनि मान्छेहरुको बानि |,0,0.0
राजा ले एकीकरण गरेर बनाए को देश मा छाती फुल्काएर म नेपाली हु भन्न पाए को छ अझ ठुलो स्वर साला आतंककारी ।,1,1.0
कसैले टपअप गर्देपनि स्पेशमा गयर मस्किदै मस्का लगाउनु हुन्थ्यो नि ! ढिडो मस्काएसरि |,0,0.0
चोर भ्रस्ट नेता हरू मिडिया मा आएर बाँदर को बथान कराए को जस्तै कराइ रहन्छ ।,1,1.0
हाईलाइट को झगडा चै खैत हो साथी ?,0,0.0
यो नानी हरु को पाप भयो । पाप लाग्छ ।,1,1.0
यस ले पनि रण्डी मदर मुन को सुक्रकिट मिसाए को होलि वाइन खाए को होला र ढाकछोप गरि बोल्छ ।,1,7.0
ए मुजि नेवार हरुहो यो मुजि बाहुन नेता हरु लाई काटेर मारन हौ मुजि हो ।,1,1.0
"Very rue अाफू दाेस्राे , तेस्राे पत्नी बनेर अर्काकाे घर भाँड्ने र एनजीअाे चलाएर महिलाकाे २४ कार्यक्रम गर्दैमा महिलावादी हुने ? – निरा थारू |",1,1.0
जे हुन्छ झापा मै हुन्छ |,0,0.0
"को हो यो भिम रावल भन्ने मान्छे एमालेको सामान्य सल्लाकार समितीको सदस्य , उपाधक्ष्यबाट पार्टी सदस्य चुनाबपछी एमालेबाट निस्कासित हुने होला हैन ? रातमा कुकुर भुकेको र भिम रावल टुइटरमा कराएको एकै हो डिस्ट्रब मात्र् , सुबाश नेम्वाङ कुन पार्टीको हनुमान हो ? सल्लाकार भिम रावल |",1,1.0
दुईटा ज्यान को मूल्य हो रैछ 45 लाख। ।,0,0.0
पुतली सडकमा पोलेको सेकुवा गनायो पसुपती आर्यघाटमा जलेको लासको बास्ना आयो रातारात परेको पानी ले न्यायको खम्बा बगायो आखिर पैसा को अघाडी चरीत्र ले पनि हार खायो |,0,0.0
तर नियत चै अलिक खराब नै होकि जस्तो लाग्यो |,0,0.0
नक्कली मेरी माया |,0,0.0
तिमी हरू अझै कती मार्ने बिचार छ किराती ज्यु ।,1,1.0
हे भ्रष्ट चोर हरु लाज लाग्दैन ?,1,1.0
जमाना है नौकर बिबि का . भन्दैमा अरुको बुढीको खुट्टा मिच्दै मस्किदै हिड्न त भएन नि |,1,1.0
nepali honi ta boro |,0,0.0
डलरे हरुको बिबिगी |,1,1.0
केश्ब चोर लाई देखे पनि रिस उठछ ।,1,1.0
"गुरुप्रसाद मैनाली को कथा पढेका नेताहरु , कुकुर पो नबोलाइ जादैन नेता हो नबोलाए पनि आफ्नो पुरा गर्नुपर्छ ! नेपाल त हो नि जान किन बिरोध ?",1,1.0
लाज हरायो हरायो महिलालाई नेपालको छि |,1,1.0
नाबालिक बलात्कार भको थाहा भयदेखि मेरो साथीको सजाय अल्लि कम गर्न सकिन्छ कि भनी . ! साथिलाइ बचाउन आफ्नो करियर आफ्ना आउदा दिन सबै त्यागेर साथिलाइ बचाउन कहिले के कहिले के गरिरहेछन दुर्गेस थापा . भित्री रहस्य ढिलो चाडै आउला ! तर साथी होस त दुर्गेश जस्तो |,0,0.0
इ माचिक्ने नेता हरुलाइ थेगान नलगाउने हो भने ।,1,7.0
यिनी मा चिक्ने हरु लाई त जन्म कैद गर्ने मान्छे चाहिए को छ ।,1,7.0
तुला ब.बिष्ट सांसद त लाटो देशको गाडो नेता जस्तै रहेछ अनि के कर्णालिको विकास हुनु। ।,1,1.0
नकलि वाेकिल ल्याके प्तिक काे कृमिनल का ट्याग दिथि रन्डि खुद कृमिनल बनगै हालाकि हम प्रतीक फेन्स ताे नहि है हम कुन्द्र फेन्स है फिर भि ईश गिरिहुई रन्डि जैसि अौरत काे घटिया स्वाेभाब से घिन अा गया सालि कुत्तिरन्डि |,1,1.0
"सबै चोर हो , सबै जना लाई जेल हाल्दिनु पर्छ ।",1,1.0
आशा गर्छु तेरो नर्गमा समय राम्रो बितोस ।,1,1.0
ओरालो तिर खेदिएकाे कांग्रेसको जराे उखेल्दै ७६राैं जिल्लाकाे एक कुकुर। ।,1,1.0
यिनले मेरो घर भाँड्ने भए |,1,1.0
माेज गर्ने बेला माेज गर्ने अहिले चाहि यौन दुव्र्यवहार रे |,1,1.0
यदि civil मान्छे ले हत्यार होलेर हिड्नेछ भने नेपाल पुलिस ले गोलि ठोक्नु नै पर्छ ।,1,1.0
"साली भ्रस्टे ओलिकी नाजायज कुत्ती , तेरो नजायाज पोइ किर्ते ओलिले लुट्न सम्म लुटेर यो देशलाई खोक्रो पारेको बुझ्दाबुझ्दै पनि अझै तेरो नाजायज बाउको बचाउ गर्दै हिड्छेस ! लाज पचेकी नकचरी .",1,1.0
कुरा हैन जीवन चरित्र धार्मिक हुनु पर्छ। राजेन्द्र लिङ्देन। ।,0,0.0
दाजु अन्धकार हटेको ढल्केबर-मुजफ्फरपुर प्रशारण लाइन बनेपछी हो। धेरै हदसम्म काम गर्ने कालू जस पाउने भालु भएको हो त्यो बेला। ।,0,0.0
सबैलाई मार्दिन्छु भन्दै थिए दिदिबहिनीहरुले अब मार्लान त |,1,1.0
जनतामाथि गद्दारि नगरेकाे भए |,0,0.0
"तपाईंको समय सीमित छ , त्यसैले यसलाई अरू कसैको जीवन जिउन बर्बाद नगर्नुहोस्। ।",0,0.0
हिउँ मा डुबाएर मार्दिन्छु |,1,1.0
Divorce nai ramro . . .,0,0.0
हामीले यस समुदायका काला मानिसहरूलाई के गर्छौं हामी तिनीहरूलाई स्वीकार गर्दैनौं। ।,1,1.0
"अरू देशका प्रधानमन्त्री हरेक मिनेट कोरोनाबाट जनतालाई कसरी बचाउने भनेर लागिरहेछन्। मेरो देशका प्रधानमन्त्री कहिले अरूको घर कसरी भाँड्ने , कहिले आफ्नै घरमा आगो लगाई अरूलाई सिध्याएर आफूचाहिँ कसरी बाँच्ने भनेर दुई-तिहाई समय खर्च गरिरहेका छन्। रिठ्ठाको बोट रोपेर कहाँ फल्छ र कागति !",1,1.0
राम्रालाई जिताउनु पर्छ भन्दै तै चुप मै चुप बनुला तिमी किन चिन्ता गर्छौ धितो राखिदेउ बुढिको गहना र घर पछि जति पनि लुट्न पाउछौ धन डबल भएर आउँछ इज्जत र स्वाभिमान म तिम्रो पार्टिको झन्डा बोक्छु तिम्रै पक्षमा भाषण ठोक्छु तिम्रै झोले कार्यकर्ता बन्छु सबैलाई भोट दिन भन्छु |,1,1.0
त्यसो भए गु खा अर्जेन्टिना बिरोधी भए अरुले जे गछ्न् त्यही गदै हिड्छेस् |,1,1.0
"पलका लागि बलत्कार प्रमाणित नभए हस्तिनापुरको बास बलत्कार प्रमाणित भए चैं चपरी मुनिको बास , तर समीक्षाको लागि बलत्कार प्रमाणित भए पनि नभए पनि चपरी मुनिको बास हाम्रो समाज !",1,5.0
Condom भन्न लजाउने हरु हुन यी सबै |,0,0.0
ल घर भाँड्ने खतरा बढछ |,1,1.0
"हैन यो के हुन थालो , मधेस प्बाेस को रोग सिन्दुली तिर नि सरेछ ! बालबालिका छाडा छोड्ने बाउ आमा लाइ सबक सिकाउ तर यो जात्रा बन्द गर !",1,1.0
"| पत्रकार भनेको अहिले नारद हुन , नारदले कस्को घर भाँडन बाँकि राखेको छ र ? भनेर तुलसिक्रित राम चरित मानसमा लेख्नु भएको छ। उनीहरूको काम भाँडने तर्साउने दुखदिने सके सम्म अरुबाट फाइदा लिने। नपाए बत्ख्वाँइ गर्ने। ।",1,1.0
यो कुतिया सुरुवातीहरुको लागि राम्रो अभ्यास हुनेछ।,1,1.0
तपाईं सम्पूर्ण समुदायको लागि क्यान्सर हुनुहुन्छ। ।,1,1.0
पित पत्रकारिता गर्ने को नाक को हड्डी भाचिदिने त हो नि ।,1,1.0
फोन उठाउन किन ढिला भयो |,0,0.0
"एस्ता पनि हुन थल्यो हाम्रो नेपालमा , सोच्नै नसकिने हैट , बाच्नै गर्‍यो भयो अब ?",0,0.0
यो खाते लाई पाता फर्काएर चुट्नु पर्छ सबै कुरा सहि सहि ओकल्छ बुद्ध को नाम मा कलंक फैलाउने कुजात ।,1,1.0
"फ्री-फायर गेमबाट चिनजान , बिहेको आश्वासन दिएर १३ वर्षीया बालिकामाथि बलात्कार !",0,0.0
"घर , समाज , देश - सबैतिर नियन्त्रणमुखी उद्देश्यकासाथ एउटा जुँगामुठे पुरुष ठिंग उभिएको छ। भुँडी नदेखाउ , शरीर छोप्ने लुगा लगाउ , धर्म भाँड्ने गीत नगाउ , यसो गर , त्यसो नगर ! वधु-शिक्षा संस्कृतिका आधुनिक नियामकहरु देखेरै दिगमिग लाग्ने ! १ |",0,0.0
हाम्रो सरकार नआएको भए यस्तो हुदैन थियो |,0,0.0
"यो मर्तेलोक को कुरा हो पति पत्नी , स्वर्गलोकको कुरा होइन । पति प्रभुको अधिनमा हुन्छ भने पत्नी पतिको अधिनमा आज पुरुष पत्निको अधिनमा हुदैछ र बाबुआमा छोडेर जादैछन । यसलाइ जोई टिग्रे भनिन्छ । शास्त्र भन्छ पत्निले सिर ढाक्नु । यसको अर्थ हुन्छ पतिको इज्जत राखेर बोल्नु ।",1,1.0
मुक्तक जस्काे कारणले मथि आकाशमा उडें उसैकाे कारणले आज तल धर्तीमा झरें कस्ताे आघात दियाै खिल बनी बस्याे धड्किदैछ मुटु बिना अग्नि जिउदै जलें। शुभप्रभात |,0,0.0
कतै बग्दै - बग्दै हराएको पानी जस्तै छु म उपन्यासमा लेखिएको कहानी जस्तै छु म अरे यार ! सक्छौ भने मन्दिरमा गएर दियो जलाउ के जलाउछौ यसै जलेर खरानी जस्तै छु म शुभ पल |,0,0.0
मोहोनि लागाको हो रहेछ बिस्नुलाई छितै सामात्नु परियो |,0,0.0
कांग्रेस नेत्री रिंकी वर्मा ने किया आत्महत्या का प्रयास |,0,0.0
LGBTQ एक घिन लाग्दो कुरा हो |,1,1.0
घाममा सुकाइदेउ ए आमा भोट माग्न आउने लाई कुकुर फुकाइदेउ |,0,0.0
जरा मात्र गाडे को होइन मुला रुख नै बनिस को के ल्याङ्ग कुरा गरे को यार बिस्व् को 3 नम्बर भर्स्टाचार हुने मुलुक भन्ने बित्तिकै थाहा पाउन त् ।,1,1.0
"ढोकाको चुक्कुल उहीँ हो महोदय , तर केटीले लगाए माया केटाले लगाए बलात्कार ।",1,8.0
जुन चोर उसैको ठुलो स्वर फटाह |,1,1.0
"डोल्पा मा पनि राप्रपा को माहोल तताउनू पर्यो शथि हरु भूसिया कूकूर हरु हड्डि च्यापन न छोड्ने भय । , जय नेपाल , |",1,1.0
हान न हो सागर जि यो साला को दशै को मा मा बस्नी गरि हान्नु पर्यो कुकुर बदि भुक्दै छ ।,1,1.0
बास्तबिकता छर्लङ्ग छ् जुन गितमा देखायको चित्रण छन आज धेरै ठाउ ठाउमा एस्तो दु : खद घटना छ्न ।,1,1.0
मेरो पनि पहिला यस्तै थियो अहिले त दुइटा छोरा छ अरे सुनेको अरुबाट |,0,0.0
यो पालि कुकुर तिहारको दिन परेछ बर्थडे |,0,0.0
पेट्रोलको मूल्य बढेको भन्दै आत्महत्या गरेको अरे ! हाँस्ने कि रुने !,0,0.0
ल देख्नु भयाे हाेईन सबैले बास्तबमा ?,1,1.0
तपाइँ तल भन्दा नि तल जादै हुनुहुन्छ। ।,0,0.0
कुकुर भुक्दै गर्छ ! सारा नेपाल र नेपाली छोडेर एऊटा ओलीको लागि यत्रो रोईलो ? देश शान्त र संबृद्द बनाऊन र जनताको ऊन्नति र प्रगतिको कुरा गर्न छोडेर ओलालाई गाली ? यस्ता कुकुर जस्तो भुक्नेहरुबाट के आश गर्ने ? फेरी नेपाली जनता पनि यिनैका पछाडि ! भेंडै हुन जनता पनि !,1,1.0
"याे पाेखरेल खाते चाेर बर्दिकाे नाम मा कलङ्क हाे , , थुक्क , , , किरा पराेस ।",1,1.0
राती कल गर्नु है |,0,0.0
यो त गुँ खाने कुकुर भन्दा पनि बेकारको साथी हो यो जुनिमा यसलाई पलले माफ गर्नु हुन्न। ।,1,1.0
लूटन नपाउदा आन्दोलन गर्ने देश नेपाल |,1,1.0
सत्य तथ्य पर्दाफास् गरियोस् ! उच्चअदालत |,0,0.0
थोक तालि शिथि हुतिङ भरौते झोले हो देस बिग्रनु मा नेता को भन्दा एनै भरौते कुकुर हरु को हात छ साला हामि नयाँ पुस्ता भनौदा कस्ता भैयछ भने थुक्क धिक्कार छ |,1,1.0
साला धोति लाइ करेन्ट लगाएर जुत्ता को माला र कालो मोसो दलेर भारत लखेट्नुपर्छ ।,1,1.0
कलाकार यति सम्म का हुदा रैछन छि |,1,1.0
यो साला प्रहरी पनि घुसिया नै हो ।,1,1.0
कांग्रेस भ्रष्ट भयो कम्युनिस्ट हत्यारा राजा नै ठिक छ इ दुई भन्दा ।,1,1.0
"बहालबाला मन्त्रीले मंचबाटै भन्छ घेराबन्दी गरी मार्दिन्छु , नरसंहार गरिदिन्छु र त्यही मन्त्रीलाई संरक्षण गर्दै उहाँको पार्टीले विज्ञप्ति मार्फत मन्त्रीले बोलेको कुरा साँचो हो तिमि सचेत हौउ नभए घेराबन्दी गरि मार्दिन्छु , नरसंहार गर्दिन्छु भन्छ त बा ! के साँच्चिकै जंगली राज आएकै हो त ?",1,1.0
खातिनी कुकुर्नी नै रैछे नि |,1,1.0
कालनेमी भन्ने भालु पनि थियो है ।,1,1.0
भ्रष्टाचारि पत्रकार को नाक को डाडी होइन जीउँदै जलाउनुपर्छ तर रबि लामिछाने लाई आरोप लाउनु आलोचना गर्नु भने को महापाप हो ।,1,1.0
घोर अपमान भेा भन्ने सुनियो त लठबंधन का ठेकदार को ? कतई आत्महत्या गरने त होइन ?,1,1.0
